division,dept,course,term,year,item 1 (i found the course intellectually stimulating),item 2 (the course provided me with a deep understanding of the subject manner) ,item 3 (the instructor created a course atmosphere that was condusive to my learning),"item 4 (course projects, assignments, tests, and/or exams improved my understanding of the course material)","item 5 (course projects, assignments, tests, and/or exams provided opportunity for me to demonstrate an understanding of the course material)","item 6 (overall, the quality of my learning experience in the course was:) ",instructor generated enthusiasm,course workload,i would recommend this course,number invited,number responses,last name,description
artsc,csc,csc207h1,summer,2016,4.0,4.0,3.9,4.1,4.1,3.7,3.9,3.7,4.0,106.00,32,jorjani,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,summer,2016,4.0,4.0,3.9,4.1,4.1,3.7,3.9,3.7,4.0,106.00,32,shorser,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,summer,2016,4.0,4.0,3.9,4.1,4.1,3.7,3.9,3.7,4.0,106.00,32,shorser,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,summer,2016,4.0,4.0,3.9,4.1,4.1,3.7,3.9,3.7,4.0,106.00,32,jorjani,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,summer,2016,4.0,4.0,3.9,4.1,4.1,3.7,3.9,3.7,4.0,106.00,32,shorser,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,summer,2016,4.0,4.0,3.9,4.1,4.1,3.7,3.9,3.7,4.0,106.00,32,dema,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,calver,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,shorser,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,abdelrazek mansour abdelkader,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,shorser,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2022,3.6,3.8,4.1,3.9,3.8,3.4,4.2,3.4,3.6,142.00,36,horton,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2021,4.0,4.2,4.4,4.2,4.3,3.8,4.3,3.6,3.8,108.00,27,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
artsc,csc,csc207h1,fall,2021,4.0,4.2,4.4,4.2,4.3,3.8,4.3,3.6,3.8,108.00,27,gries,an introduction to software design and development concepts methods and tools using a staticallytyped objectoriented programming language such as java topics from version control unit testing refactoring objectoriented design and development design patterns advanced ide usage regular expressions and reflection
